,CH2(Unit:V),CH3(Unit:V)
Frequency:,30.000 kHz,30.000 kHz
Period:,33.333 uS,33.333 uS
PK-PK:,160mV,5.00V
1,0.032,-1.960
2,0.036,-1.920
3,0.032,-1.920
4,0.036,-1.920
5,0.032,-1.880
6,0.036,-1.880
7,0.036,-1.880
8,0.040,-1.840
9,0.036,-1.840
10,0.040,-1.800
11,0.036,-1.800
12,0.040,-1.760
13,0.040,-1.760
14,0.040,-1.720
15,0.040,-1.760
16,0.044,-1.720
17,0.040,-1.720
18,0.044,-1.680
19,0.044,-1.680
20,0.044,-1.640
21,0.044,-1.640
22,0.044,-1.600
23,0.044,-1.600
24,0.044,-1.560
25,0.044,-1.560
26,0.048,-1.520
27,0.048,-1.520
28,0.048,-1.480
29,0.048,-1.480
30,0.048,-1.440
31,0.048,-1.440
32,0.048,-1.400
33,0.048,-1.400
34,0.052,-1.360
35,0.052,-1.360
36,0.056,-1.360
37,0.052,-1.320
38,0.056,-1.280
39,0.052,-1.280
40,0.056,-1.240
41,0.052,-1.240
42,0.056,-1.200
43,0.052,-1.200
44,0.056,-1.160
45,0.056,-1.160
46,0.056,-1.120
47,0.052,-1.120
48,0.060,-1.080
49,0.056,-1.080
50,0.056,-1.040
51,0.056,-1.040
52,0.060,-1.000
53,0.060,-1.000
54,0.060,-0.960
55,0.056,-0.960
56,0.060,-0.920
57,0.056,-0.920
58,0.060,-0.880
59,0.056,-0.880
60,0.060,-0.840
61,0.060,-0.840
62,0.064,-0.800
63,0.060,-0.800
64,0.064,-0.760
65,0.060,-0.760
66,0.064,-0.720
67,0.060,-0.680
68,0.064,-0.640
69,0.064,-0.640
70,0.064,-0.600
71,0.064,-0.600
72,0.068,-0.560
73,0.060,-0.560
74,0.068,-0.520
75,0.064,-0.520
76,0.064,-0.480
77,0.064,-0.480
78,0.068,-0.440
79,0.064,-0.400
80,0.068,-0.360
81,0.064,-0.360
82,0.068,-0.320
83,0.056,-0.320
84,0.080,-0.280
85,0.056,-0.280
86,0.072,-0.240
87,0.064,-0.240
88,0.072,-0.200
89,0.068,-0.200
90,0.072,-0.160
91,0.060,-0.120
92,0.072,-0.120
93,0.064,-0.080
94,0.072,-0.040
95,0.064,-0.040
96,0.072,0.000
97,0.068,0.000
98,0.072,0.040
99,0.068,0.040
100,0.072,0.080
101,0.068,0.080
102,0.072,0.120
103,0.068,0.160
104,0.072,0.200
105,0.068,0.200
106,0.072,0.240
107,0.068,0.240
108,0.072,0.280
109,0.068,0.280
110,0.072,0.320
111,0.068,0.320
112,0.072,0.360
113,0.068,0.360
114,0.072,0.440
115,0.068,0.400
116,0.072,0.480
117,0.068,0.480
118,0.072,0.520
119,0.068,0.520
120,0.072,0.560
121,0.068,0.560
122,0.072,0.600
123,0.072,0.600
124,0.072,0.640
125,0.068,0.640
126,0.072,0.680
127,0.064,0.680
128,0.072,0.720
129,0.068,0.760
130,0.072,0.800
131,0.068,0.800
132,0.072,0.840
133,0.068,0.840
134,0.072,0.880
135,0.064,0.880
136,0.068,0.920
137,0.064,0.920
138,0.068,0.960
139,0.068,0.960
140,0.072,1.000
141,0.068,1.000
142,0.072,1.040
143,0.064,1.040
144,0.068,1.080
145,0.064,1.080
146,0.068,1.120
147,0.064,1.120
148,0.068,1.160
149,0.064,1.160
150,0.068,1.200
151,0.064,1.200
152,0.068,1.240
153,0.064,1.240
154,0.068,1.280
155,0.064,1.280
156,0.068,1.320
157,0.064,1.320
158,0.068,1.360
159,0.064,1.360
160,0.068,1.400
161,0.060,1.400
162,0.064,1.440
163,0.060,1.440
164,0.064,1.480
165,0.060,1.480
166,0.064,1.520
167,0.060,1.520
168,0.064,1.560
169,0.060,1.560
170,0.064,1.600
171,0.056,1.600
172,0.060,1.640
173,0.056,1.640
174,0.060,1.680
175,0.056,1.680
176,0.064,1.720
177,0.056,1.720
178,0.060,1.760
179,0.056,1.760
180,0.060,1.760
181,0.056,1.760
182,0.056,1.800
183,0.056,1.800
184,0.056,1.840
185,0.052,1.840
186,0.060,1.880
187,0.052,1.880
188,0.056,1.880
189,0.052,1.920
190,0.052,1.920
191,0.052,1.920
192,0.056,1.960
193,0.052,1.960
194,0.056,2.000
195,0.048,2.000
196,0.052,2.000
197,0.048,2.000
198,0.052,2.040
199,0.048,2.040
200,0.052,2.080
201,0.048,2.080
202,0.048,2.080
203,0.044,2.080
204,0.048,2.120
205,0.044,2.120
206,0.048,2.160
207,0.044,2.160
208,0.048,2.160
209,0.044,2.160
210,0.048,2.200
211,0.040,2.200
212,0.044,2.200
213,0.040,2.200
