,CH2(Unit:V),CH3(Unit:V)
Frequency:,57.400 kHz,57.400 kHz
Period:,17.422 uS,17.422 uS
PK-PK:,1.88V,4.80V
1,-0.740,-2.200
2,-0.720,-2.200
3,-0.720,-2.200
4,-0.700,-2.160
5,-0.700,-2.160
6,-0.660,-2.120
7,-0.660,-2.120
8,-0.660,-2.080
9,-0.660,-2.080
10,-0.620,-2.040
11,-0.620,-2.040
12,-0.600,-1.960
13,-0.600,-1.960
14,-0.560,-1.920
15,-0.560,-1.920
16,-0.540,-1.880
17,-0.540,-1.880
18,-0.520,-1.800
19,-0.520,-1.800
20,-0.480,-1.760
21,-0.480,-1.760
22,-0.460,-1.680
23,-0.460,-1.680
24,-0.420,-1.640
25,-0.440,-1.640
26,-0.400,-1.560
27,-0.400,-1.560
28,-0.360,-1.480
29,-0.360,-1.480
30,-0.340,-1.440
31,-0.340,-1.440
32,-0.300,-1.360
33,-0.300,-1.360
34,-0.280,-1.280
35,-0.280,-1.280
36,-0.240,-1.200
37,-0.240,-1.200
38,-0.200,-1.160
39,-0.200,-1.120
40,-0.180,-1.080
41,-0.180,-1.040
42,-0.140,-1.000
43,-0.140,-1.000
44,-0.120,-0.920
45,-0.100,-0.920
46,-0.080,-0.840
47,-0.080,-0.840
48,-0.040,-0.760
49,-0.040,-0.760
50,-0.020,-0.680
51,0.000,-0.640
52,0.020,-0.560
53,0.020,-0.560
54,0.060,-0.520
55,0.060,-0.480
56,0.100,-0.400
57,0.100,-0.400
58,0.120,-0.320
59,0.120,-0.320
60,0.160,-0.240
61,0.160,-0.240
62,0.200,-0.160
63,0.200,-0.160
64,0.220,-0.080
65,0.220,-0.080
66,0.260,0.000
67,0.260,0.040
68,0.280,0.120
69,0.280,0.120
70,0.320,0.200
71,0.320,0.200
72,0.360,0.280
73,0.360,0.280
74,0.380,0.360
75,0.380,0.360
76,0.400,0.440
77,0.400,0.440
78,0.440,0.520
79,0.440,0.520
80,0.480,0.600
81,0.480,0.640
82,0.500,0.680
83,0.500,0.720
84,0.520,0.800
85,0.520,0.800
86,0.560,0.840
87,0.560,0.880
88,0.580,0.960
89,0.580,0.960
90,0.620,1.000
91,0.620,1.040
92,0.640,1.120
93,0.640,1.120
94,0.660,1.160
95,0.660,1.200
96,0.680,1.240
97,0.680,1.240
