0 -3.36 -3.52
2e-06 -3.36 -3.52
4e-06 3.36 3.28
6e-06 3.44 3.36
8e-06 3.44 3.36
1e-05 3.44 3.28
1.2e-05 3.52 3.36
1.4e-05 3.52 3.44
1.6e-05 3.6 3.52
1.8e-05 3.68 3.52
2e-05 3.76 3.6
2.2e-05 3.76 3.6
2.4e-05 3.76 3.6
2.6e-05 3.84 3.6
2.8e-05 3.84 3.76
3e-05 3.84 3.76
3.2e-05 3.92 3.84
3.4e-05 3.92 3.84
3.6e-05 4.08 3.92
3.8e-05 4.08 3.92
4e-05 4.08 3.92
4.2e-05 4.08 3.92
4.4e-05 4.16 4.08
4.6e-05 4.16 4
4.8e-05 4.24 4.08
5e-05 4.24 4.16
5.2e-05 4.4 4.16
5.4e-05 4.32 4.16
5.6e-05 4.4 4.24
5.8e-05 4.4 4.24
6e-05 4.4 4.24
6.2e-05 4.4 4.24
6.4e-05 4.48 4.32
6.6e-05 4.48 4.4
6.8e-05 4.48 4.48
7e-05 4.56 4.48
7.2e-05 4.56 4.48
7.4e-05 4.64 4.48
7.6e-05 4.72 4.48
7.8e-05 4.72 4.56
8e-05 4.72 4.56
8.2e-05 4.72 4.64
8.4e-05 4.8 4.64
8.6e-05 4.8 4.72
8.8e-05 4.88 4.72
9e-05 4.88 4.72
9.2e-05 4.88 4.64
9.4e-05 4.88 4.8
9.6e-05 4.88 4.88
9.8e-05 4.96 4.8
0.0001 5.04 4.8
0.000102 5.04 4.88
0.000104 5.04 4.96
0.000106 5.04 4.96
0.000108 5.12 4.96
0.00011 5.12 5.04
0.000112 5.12 5.04
0.000114 5.12 4.96
0.000116 5.12 5.04
0.000118 5.2 5.12
0.00012 5.2 5.12
0.000122 5.28 5.12
0.000124 5.28 5.12
0.000126 5.28 5.12
0.000128 5.36 5.12
0.00013 5.36 5.12
0.000132 5.36 5.2
0.000134 5.36 5.2
0.000136 5.36 5.28
0.000138 5.36 5.28
0.00014 5.36 5.28
0.000142 5.36 5.28
0.000144 5.36 5.28
0.000146 5.44 5.36
0.000148 5.44 5.36
0.00015 5.44 5.28
0.000152 5.52 5.44
0.000154 5.44 5.36
0.000156 5.52 5.36
0.000158 5.44 5.44
0.00016 5.44 5.44
0.000162 5.52 5.44
0.000164 5.52 5.44
0.000166 5.52 5.44
0.000168 5.6 5.52
0.00017 5.52 5.52
0.000172 5.52 5.52
0.000174 5.52 5.52
0.000176 5.6 5.52
0.000178 5.52 5.44
0.00018 5.68 5.52
0.000182 5.68 5.52
0.000184 5.6 5.52
0.000186 5.52 5.44
0.000188 5.6 5.52
0.00019 5.68 5.6
0.000192 5.68 5.6
0.000194 5.68 5.52
0.000196 5.68 5.52
0.000198 5.6 5.52
0.0002 5.68 5.52
0.000202 5.68 5.52
0.000204 5.68 5.68
0.000206 5.68 5.6
0.000208 5.68 5.52
0.00021 5.6 5.6
0.000212 5.68 5.6
0.000214 5.68 5.6
0.000216 5.68 5.52
0.000218 5.68 5.52
0.00022 5.68 5.6
0.000222 5.68 5.6
0.000224 5.68 5.52
0.000226 5.6 5.6
0.000228 5.52 5.52
0.00023 5.68 5.6
0.000232 5.6 5.52
0.000234 5.68 5.6
0.000236 5.6 5.52
0.000238 5.52 5.52
0.00024 5.52 5.52
0.000242 5.52 5.6
0.000244 5.52 5.44
0.000246 5.52 5.52
0.000248 5.52 5.52
0.00025 5.52 5.52
0.000252 5.52 5.44
0.000254 5.44 5.52
0.000256 5.44 5.52
0.000258 5.44 5.44
0.00026 5.44 5.44
0.000262 5.44 5.44
0.000264 5.44 5.44
0.000266 5.44 5.44
0.000268 5.44 5.44
0.00027 5.36 5.44
0.000272 5.36 5.44
0.000274 5.36 5.36
0.000276 5.36 5.36
0.000278 5.36 5.36
0.00028 5.36 5.28
0.000282 5.36 5.28
0.000284 5.36 5.28
0.000286 5.36 5.28
0.000288 5.2 5.2
0.00029 5.28 5.2
0.000292 5.2 5.28
0.000294 5.2 5.2
0.000296 5.2 5.2
0.000298 5.2 5.2
0.0003 5.12 5.2
0.000302 5.12 5.12
0.000304 5.04 5.12
0.000306 5.04 5.12
0.000308 5.12 5.12
0.00031 5.04 5.04
0.000312 5.04 5.04
0.000314 4.96 5.04
0.000316 5.04 4.96
0.000318 5.04 4.96
0.00032 4.88 4.96
0.000322 4.88 4.96
0.000324 4.8 4.88
0.000326 4.8 4.88
0.000328 4.8 4.88
0.00033 4.8 4.8
0.000332 4.72 4.8
0.000334 4.72 4.8
0.000336 4.72 4.8
0.000338 4.72 4.72
0.00034 4.72 4.64
0.000342 4.64 4.64
0.000344 4.56 4.64
0.000346 4.56 4.56
0.000348 4.48 4.56
0.00035 4.48 4.56
0.000352 4.48 4.48
0.000354 4.48 4.48
0.000356 4.4 4.48
0.000358 4.32 4.4
0.00036 4.32 4.32
0.000362 4.24 4.32
0.000364 4.24 4.32
0.000366 4.24 4.32
0.000368 4.16 4.24
0.00037 4.08 4.24
0.000372 4.08 4.16
0.000374 4.08 4.16
0.000376 4.08 4.08
0.000378 4.08 4.08
0.00038 4 4
0.000382 3.92 4
0.000384 3.84 3.92
0.000386 3.84 4
0.000388 3.84 3.92
0.00039 3.76 3.84
0.000392 3.76 3.84
0.000394 3.76 3.76
0.000396 3.68 3.76
0.000398 3.68 3.68
0.0004 3.6 3.68
0.000402 3.6 3.68
0.000404 3.52 3.6
0.000406 3.44 3.6
0.000408 3.44 3.52
0.00041 3.44 3.52
0.000412 3.44 3.44
0.000414 3.28 3.36
0.000416 3.2 3.36
0.000418 3.28 3.36
0.00042 3.2 3.2
0.000422 3.12 3.28
0.000424 3.12 3.2
0.000426 3.12 3.12
0.000428 3.04 3.04
0.00043 2.96 3.04
0.000432 2.88 2.96
0.000434 2.88 2.96
0.000436 2.88 2.88
0.000438 2.8 2.88
0.00044 2.72 2.88
0.000442 2.72 2.72
0.000444 2.64 2.72
0.000446 2.56 2.64
0.000448 2.48 2.64
0.00045 2.48 2.56
0.000452 2.48 2.64
0.000454 2.4 2.56
0.000456 2.4 2.48
0.000458 2.32 2.4
0.00046 2.24 2.4
0.000462 2.24 2.32
0.000464 2.16 2.24
0.000466 2.16 2.24
0.000468 2.16 2.24
0.00047 2 2.16
0.000472 2 2.08
0.000474 1.92 2
0.000476 1.84 2
0.000478 1.84 1.92
0.00048 1.84 1.84
0.000482 1.76 1.92
0.000484 1.6 1.76
0.000486 1.6 1.76
0.000488 1.6 1.68
0.00049 1.6 1.68
0.000492 1.52 1.6
0.000494 1.52 1.52
0.000496 1.36 1.52
0.000498 1.36 1.44
0.0005 1.28 1.36
0.000502 1.28 1.36
0.000504 1.2 1.36
0.000506 1.12 1.28
0.000508 1.12 1.2
0.00051 1.04 1.2
0.000512 0.96 1.12
0.000514 0.96 1.04
0.000516 0.88 1.04
0.000518 0.88 1.04
0.00052 0.8 0.96
0.000522 0.72 0.88
0.000524 0.72 0.8
0.000526 0.64 0.8
0.000528 0.56 0.72
0.00053 0.56 0.64
0.000532 0.48 0.64
0.000534 0.4 0.56
0.000536 0.32 0.48
0.000538 0.24 0.48
0.00054 0.24 0.4
0.000542 0.24 0.32
0.000544 0.08 0.24
0.000546 0.08 0.24
0.000548 0.08 0.24
0.00055 -0.16 0.16
0.000552 -0.16 0.08
0.000554 -0.16 0.08
0.000556 -0.16 0
0.000558 -0.32 0
0.00056 -0.32 -0.24
0.000562 -0.32 -0.16
0.000564 -0.4 -0.32
0.000566 -0.48 -0.32
0.000568 -0.48 -0.32
0.00057 -0.56 -0.4
0.000572 -0.64 -0.48
0.000574 -0.64 -0.48
0.000576 -0.72 -0.64
0.000578 -0.72 -0.64
0.00058 -0.8 -0.72
0.000582 -0.88 -0.8
0.000584 -0.96 -0.72
0.000586 -1.04 -0.8
0.000588 -1.12 -0.8
0.00059 -1.12 -0.96
0.000592 -1.12 -0.96
0.000594 -1.2 -1.04
0.000596 -1.28 -1.12
0.000598 -1.36 -1.12
0.0006 -1.36 -1.12
0.000602 -1.36 -1.2
0.000604 -1.52 -1.28
0.000606 -1.52 -1.36
0.000608 -1.6 -1.36
0.00061 -1.6 -1.44
0.000612 -1.68 -1.52
0.000614 -1.68 -1.52
0.000616 -1.76 -1.6
0.000618 -1.84 -1.68
0.00062 -1.76 -1.68
0.000622 -1.92 -1.68
0.000624 -1.92 -1.76
0.000626 -2 -1.76
0.000628 -2 -1.84
0.00063 -2.08 -1.92
0.000632 -2.08 -2
0.000634 -2.08 -2
0.000636 -2.24 -2.08
0.000638 -2.32 -2.16
0.00064 -2.4 -2.16
0.000642 -2.4 -2.16
0.000644 -2.4 -2.24
0.000646 -2.4 -2.32
0.000648 -2.48 -2.4
0.00065 -2.64 -2.32
0.000652 -2.64 -2.4
0.000654 -2.64 -2.48
0.000656 -2.72 -2.48
0.000658 -2.72 -2.56
0.00066 -2.8 -2.64
0.000662 -2.88 -2.72
0.000664 -2.96 -2.72
0.000666 -2.96 -2.72
0.000668 -2.96 -2.8
0.00067 -3.04 -2.88
0.000672 -3.12 -2.88
0.000674 -3.2 -2.96
0.000676 -3.2 -3.04
0.000678 -3.2 -3.04
0.00068 -3.28 -3.04
0.000682 -3.36 -3.12
0.000684 -3.36 -3.2
0.000686 -3.36 -3.2
0.000688 -3.44 -3.2
